character,position,baxter,emc
嘺,羣開三A宵平,gjiew,ɡjew
嘻,曉開三C之平,xi,xɨ
嘼,曉三C尤去,xjuwH,xɨ̯uh
嘽,昌開三仙上,tsyhenX,tɕʰenʔ
嘽,透開一寒平,than,t̙ʰɑn
嘾,定開一覃上,domX,d̙əmʔ
噁,影一模去,'uH,ʔ̙oh
噂,精合一魂上,tswonX,t̙s̙wənʔ
噅,曉合三B支平,xjwe,xwɨ̯ie
噆,清開一覃上,tshomX,t̙s̙ʰəmʔ
噆,精開一覃入,tsop,t̙s̙əp
噇,澄二江平,draewng,ɖoˤŋ
噈,精三東入,tsjuwk,tsjuk
噉,定開一談上,damX,d̙ɑmʔ
噊,以合三真入,ywit,jwit
噊,船合三真入,zywit,ʑwit
噋,透合一魂平,thwon,t̙ʰwən
噋,溪合一唐入,khwak,qʰwɑk
噌,初開二耕平,tsrheang,tʂʰeˤŋ
噍,從開三宵去,dzjewH,dzjewh
噍,精開三宵平,tsjew,tsjew
噎,影開四先入,'et,ʔ̙et
噏,曉開三B侵入,xip,xɨ̯ip
噓,曉開三C魚去,xjoH,xɨ̯əh
噓,曉開三C魚平,xjo,xɨ̯ə
噞,疑開三B鹽上,ngjemX,ŋɨ̯emʔ
噞,疑開三B鹽去,ngjemH,ŋɨ̯emh
噟,影開三C蒸去,'ingH,ʔɨŋh
噡,章開三鹽平,tsyem,tɕem
噢,影三C東入,'juwk,ʔɨ̯uk
噢,影合三C虞上,'juX,ʔɨ̯oʔ
噣,知二江入,traewk,ʈoˤk
噣,知三尤去,trjuwH,ʈjuh
噣,章三鍾入,tsyowk,tɕok
噣,端一侯去,tuwH,t̙uh
噤,羣開三B侵上,gimX,ɡɨ̯imʔ
噤,羣開三B侵去,gimH,ɡɨ̯imh
噥,泥一冬平,nowng,n̙oŋ
噥,孃二江平,nraewng,ɳoˤŋ
噦,影合三B仙入,'jwet,ʔwɨ̯et
噦,影合三C元入,'jwot,ʔwɨ̯ət
噦,曉合一泰去,xwajH,χwɑjh
噧,透開一寒入,that,t̙ʰɑt
噧,曉開二皆去,xeajH,χeˤjh
器,溪開三B脂去,khijH,kʰɨ̯ih
噩,疑開一唐入,ngak,ɴɑk
噪,心開一豪去,sawH,s̙əwh
噫,影開二皆去,'eajH,ʔ̙eˤjh
噫,影開三C之平,'i,ʔɨ
噬,常開三祭去,dzyejH,dʑejh
噭,見開四蕭去,kewH,qewh
噮,影合四先去,'wenH,ʔ̙wenh
噰,影三C鍾平,'jowng,ʔɨ̯oŋ
噱,羣開三C陽入,gjak,ɡɨ̯ɑk
噲,溪合二夬去,khwaejH,qʰwaˤjh
噳,疑合三C虞上,ngjuX,ŋɨ̯oʔ
噴,滂一魂去,phwonH,p̙ʰwənh
噴,滂一魂平,phwon,p̙ʰwən
噿,精合三脂上,tswijX,tsjwiʔ
嚀,泥開四青平,neng,n̙eŋ
嚂,來開一談去,lamH,l̙ɑmh
嚂,溪開一談去,khamH,qʰɑmh
嚂,曉開一談上,xamX,χɑmʔ
嚃,透開一覃入,thop,t̙ʰəp
嚄,匣合二庚入,hwaek,ʁwaˤk
嚅,日合三虞平,nyu,ɲo
嚇,曉開二庚入,xaek,χaˤk
嚇,曉開二麻去,xaeH,χaˤh
嚊,滂三B脂去,phijH,pʰɨ̯ih
嚌,從開四齊去,dzejH,d̙z̙ejh
嚏,端開四齊去,tejH,t̙ejh
嚖,曉合四齊去,xwejH,χwejh
嚗,幫二江入,paewk,p̙oˤk
嚘,影三C尤平,'juw,ʔɨ̯u
嚚,疑開三B真平,ngin,ŋɨ̯in
嚛,曉一冬入,xowk,χok
嚛,曉一東入,xuwk,χuk
嚜,明三B脂去,mijH,mɨ̯ih
嚝,曉合二庚平,xwaeng,χwaˤŋ
嚞,知開三仙入,trjet,ʈjet
嚥,影開四先去,'enH,ʔ̙enh
嚧,來一模平,lu,l̙o
嚨,來一東平,luwng,l̙uŋ
嚫,初開三臻去,tsrhinH,tʂʰɨ̯inh
嚬,並三A真平,bjin,bjin
嚭,滂三B脂上,phijX,pʰɨ̯iʔ
嚮,曉開三C陽上,xjangX,xɨ̯ɑŋʔ
嚮,曉開三C陽去,xjangH,xɨ̯ɑŋh
嚱,曉開三B支去,xjeH,xɨ̯ieh
嚲,端開一歌上,taX,t̙ɑʔ
嚳,溪一冬入,khowk,qʰok
嚴,疑開三C嚴平,ngjaem,ŋɨ̯əm
嚵,初開二銜去,tsrhaemH,tʂʰaˤmh
嚵,崇開二銜平,dzraem,dʐaˤm
嚵,從開三鹽上,dzjemX,dzjemʔ
嚶,影開二耕平,'eang,ʔ̙eˤŋ
嚼,從開三陽入,dzjak,dzjɑk
嚾,曉合一寒去,xwanH,χwɑnh
囀,知合三仙去,trjwenH,ʈjwenh
囁,日開三鹽入,nyep,ɲep
囁,章開三鹽入,tsyep,tɕep
囂,曉開三B宵平,xjew,xɨ̯ew
囃,清開一談入,tshap,t̙s̙ʰɑp
囈,疑開三A祭去,ngjiejH,ŋjejh
囉,來開一歌平,la,l̙ɑ
囊,泥開一唐平,nang,n̙ɑŋ
囋,從開一寒入,dzat,d̙z̙ɑt
囋,從開一寒去,dzanH,d̙z̙ɑnh
囏,見開二山平,kean,qeˤn
囐,從開一寒入,dzat,d̙z̙ɑt
囑,章三鍾入,tsyowk,tɕok
囗,云合三C微平,hjw+j,wɨj
囚,邪三尤平,zjuw,zju
四,心開三脂去,sijH,sih
回,匣合一灰平,hwoj,ʁwəj
囟,心開三真去,sinH,sinh
因,影開三A真平,'jin,ʔjin
囤,定合一魂上,dwonX,d̙wənʔ
囦,影合四先平,'wen,ʔ̙wen
囧,見合三B庚上,kjwaengX,kwɨ̯aŋʔ
囩,云合三B真平,hwin,wɨ̯in
囪,初二江平,tsrhaewng,tʂʰoˤŋ
囪,清一東平,tshuwng,t̙s̙ʰuŋ
园,疑合一寒平,ngwan,ɴwɑn
囮,以三尤平,yuw,ju
囮,疑合一歌平,ngwa,ɴwɑ
困,溪合一魂去,khwonH,qʰwənh
囷,溪合三B真平,khwin,kʰwɨ̯in
囹,來開四青平,leng,l̙eŋ
固,見一模去,kuH,qoh
囿,云三C尤去,hjuwH,wɨ̯uh
囿,云三C東入,hjuwk,wɨ̯uk
圁,疑開三B真平,ngin,ŋɨ̯in
圂,匣合一魂去,hwonH,ʁwənh
圃,幫一模上,puX,p̙oʔ
圃,幫一模去,puH,p̙oh
圄,疑開三C魚上,ngjoX,ŋɨ̯əʔ
圅,匣開一覃平,hom,ʁəm
圈,羣合三B仙上,gjwenX,ɡwɨ̯enʔ
圈,羣合三C元上,gjwonX,ɡwɨ̯ənʔ
圈,羣合三C元去,gjwonH,ɡwɨ̯ənh
圉,疑開三C魚上,ngjoX,ŋɨ̯əʔ
圊,清開三清平,tshjeng,tsʰjaŋ
國,見合一登入,kwok,qwək
圌,常合三支平,dzywe,dʑwie
圌,常合三仙平,dzywen,dʑwen
圍,云合三C微去,hjw+jH,wɨjh
圍,云合三C微平,hjw+j,wɨj
園,云合三C元平,hjwon,wɨ̯ən
圓,云合三B仙平,hjwen,wɨ̯en
圔,影開二咸入,'eap,ʔ̙eˤp
圖,定一模平,du,d̙o
團,定合一寒平,dwan,d̙wɑn
圛,以開三清入,yek,jak
圜,云合三B仙平,hjwen,wɨ̯en
圜,匣合二刪平,hwaen,ʁwaˤn
圝,來合一寒平,lwan,l̙wɑn
土,定一模上,duX,d̙oʔ
土,透一模上,thuX,t̙ʰoʔ
圠,影開二山入,'eat,ʔ̙eˤt
圢,透開四先上,thenX,t̙ʰenʔ
圢,透開四青上,thengX,t̙ʰeŋʔ
圣,溪合一魂入,khwot,qʰwət
圤,滂二江入,phaewk,p̙ʰoˤk
在,從開一咍上,dzojX,d̙z̙əjʔ
在,從開一咍去,dzojH,d̙z̙əjh
圪,疑開三B真入,ngit,ŋɨ̯it
圪,疑開三C殷入,ngj+t,ŋɨt
圬,影一模平,'u,ʔ̙o
圭,見合四齊平,kwej,qwej
圮,並三B脂上,bijX,bɨ̯iʔ
圯,以開三之平,yi,jɨ
地,定開四脂去,dijH,dih
圱,清開四先平,tshen,t̙s̙ʰen
圻,羣開三C微平,gj+j,ɡɨj
圻,疑開一痕平,ngon,ɴən
圻,疑開三C殷平,ngj+n,ŋɨn
圼,泥開四先入,net,n̙et
圿,見開二山入,keat,qeˤt
址,章開三之上,tsyiX,tɕɨʔ
坁,章開三支上,tsyeX,tɕieʔ
坂,幫三C元上,pjonX,pɨ̯ənʔ
坄,以合三清入,ywek,jwak
坄,定一侯平,duw,d̙u
坅,溪開三B侵上,khimX,kʰɨ̯imʔ
均,見合三A真平,kjwin,kjwin
坉,定合一魂上,dwonX,d̙wənʔ
坉,定合一魂平,dwon,d̙wən
坊,並三C陽平,bjang,bɨ̯ɑŋ
坊,幫三C陽平,pjang,pɨ̯ɑŋ
坌,並一魂去,bwonH,b̙wənh
坌,並三C文上,bjunX,bɨ̯unʔ
坌,並三C文去,bjunH,bɨ̯unh
坎,溪開一覃上,khomX,qʰəmʔ
坐,從合一歌上,dzwaX,d̙z̙wɑʔ
坐,從合一歌去,dzwaH,d̙z̙wɑh
坑,溪開二庚平,khaeng,qʰaˤŋ
坒,並三A真入,bjit,bjit
坒,並三A脂去,bjijH,bjih
坡,滂一歌平,pha,p̙ʰɑ
坢,滂一寒上,phanX,p̙ʰɑnʔ
坣,定開一唐平,dang,d̙ɑŋ
坤,溪合一魂平,khwon,qʰwən
坥,清開三魚去,tshjoH,tsʰjəh
坥,清開三魚平,tshjo,tsʰjə
坦,透開一寒上,thanX,t̙ʰɑnʔ
坩,溪開一談平,kham,qʰɑm
坪,並三B庚去,bjaengH,bɨ̯aŋh
坪,並三B庚平,bjaeng,bɨ̯aŋ
坫,知開三侵平,trim,ʈim
坫,端開四添去,temH,t̙emh
坬,見合二麻去,kwaeH,qwaˤh
坭,泥開四齊上,nejX,n̙ejʔ
坯,滂一灰平,phwoj,p̙ʰwəj
坰,見合四青平,kweng,qweŋ
坱,影開一唐上,'angX,ʔ̙ɑŋʔ
坲,並三C文入,bjut,bɨ̯ut
坳,影開二肴平,'aew,ʔ̙aˤw
坴,來三東入,ljuwk,ljuk
坷,溪開一歌上,khaX,qʰɑʔ
坷,溪開一歌去,khaH,qʰɑh
坹,匣合四先入,hwet,ʁwet
坹,曉合四先入,xwet,χwet
坺,並一寒入,bat,b̙ɑt
坺,並三C元入,bjot,bɨ̯ət
坻,章開三支上,tsyeX,tɕieʔ
坻,端開四齊上,tejX,t̙ejʔ
坻,澄開三脂平,drij,ɖi
坼,徹開二庚入,trhaek,ʈʰaˤk
坿,並三C虞去,bjuH,bɨ̯oh
坿,並三C虞平,bju,bɨ̯o
垂,常合三支平,dzywe,dʑwie
型,匣開四青平,heng,ʁeŋ
垍,羣開三B脂去,gijH,ɡɨ̯ih
垎,匣開二庚入,haek,ʁaˤk
垐,從開三脂平,dzij,dzi
垐,從開三蒸入,dzik,dzjɨk
垑,昌開三支上,tsyheX,tɕʰieʔ
垒,來合三支上,ljweX,ljwieʔ
垒,來合三脂去,lwijH,ljwih
垓,見開一咍平,koj,qəj
垔,影開三A真平,'jin,ʔjin
垕,匣一侯上,huwX,ʁuʔ
垗,澄開三宵上,drjewX,ɖjewʔ
垘,並一登入,bok,b̙ək
垙,見合一唐平,kwang,qwɑŋ
垚,疑開四蕭平,ngew,ɴew
垛,定合一歌上,dwaX,d̙wɑʔ
垝,見合三B支上,kjweX,kwɨ̯ieʔ
垝,見合三B支去,kjweH,kwɨ̯ieh
垠,疑開一痕平,ngon,ɴən
垠,疑開三B真平,ngin,ŋɨ̯in
垠,疑開三C殷平,ngj+n,ŋɨn
垡,並三C元入,bjot,bɨ̯ət
垢,見一侯上,kuwX,quʔ
垣,云合三C元平,hjwon,wɨ̯ən
垤,定開四先入,det,d̙et
垶,心合三清平,sjweng,sjwaŋ
垷,匣開四先上,henX,ʁenʔ
垷,見開四先上,kenX,qenʔ
垸,匣合一寒去,hwanH,ʁwɑnh
垸,匣合一寒平,hwan,ʁwɑn
垹,幫二江平,paewng,p̙oˤŋ
垻,幫二麻去,paeH,p̙aˤh
垼,以合三清入,ywek,jwak
垽,疑開三B真去,nginH,ŋɨ̯inh
垽,疑開三C殷去,ngj+nH,ŋɨnh
垾,匣開一寒去,hanH,ʁɑnh
埂,見開二庚上,kaengX,qaˤŋʔ
埂,見開二庚平,kaeng,qaˤŋ
埃,影開一咍平,'oj,ʔ̙əj
埆,溪二江入,khaewk,qʰoˤk
埇,以三鍾上,yowngX,joŋʔ
埈,心合三真去,swinH,sjwinh
埋,明二皆平,meaj,m̙eˤj
埌,來開一唐去,langH,l̙ɑŋh
埍,匣合四先上,hwenX,ʁwenʔ
埍,見合四先上,kwenX,qwenʔ
城,常開三清平,dzyeng,dʑaŋ
埏,以開三仙平,yen,jen
埏,書開三仙平,syen,ɕen
埐,從開三侵平,dzim,dzim
埐,精開三侵平,tsim,tsim
埒,來合三仙入,ljwet,ljwet
埝,泥開四添入,nep,n̙ep
埝,端開四添去,temH,t̙emh
域,云合三B蒸入,hwik,wɨk
埢,見合三B仙上,kjwenX,kwɨ̯enʔ
埤,並三A支平,bjie,bjie
埧,羣合三C虞去,gjuH,ɡɨ̯oh
埩,崇開二耕平,dzreang,dʐeˤŋ
埩,莊開二耕平,tsreang,tʂeˤŋ
埪,溪一東平,khuwng,qʰuŋ
埫,徹三鍾上,trhjowngX,ʈʰjoŋʔ
埬,端一東平,tuwng,t̙uŋ
埭,定開一咍去,dojH,d̙əjh
埯,影開一談上,'amX,ʔ̙ɑmʔ
埯,影開三C嚴上,'jaemX,ʔɨ̯əmʔ
埰,清開一咍去,tshojH,t̙s̙ʰəjh
埱,昌三東入,tsyhuwk,tɕʰuk
埲,並一東上,buwngX,b̙uŋʔ
埳,溪開一覃上,khomX,qʰəmʔ
埴,昌開三之去,tsyhiH,tɕʰɨh
埴,常開三蒸入,dzyik,dʑɨk
埵,端合一歌上,twaX,t̙wɑʔ
埶,疑開三A祭去,ngjiejH,ŋjejh
執,章開三侵入,tsyip,tɕip
埸,以開三清入,yek,jak
培,並一灰平,bwoj,b̙wəj
培,並一侯上,buwX,b̙uʔ
基,見開三C之平,ki,kɨ
埻,見合一唐入,kwak,qwɑk
埻,見合二耕入,kweak,qweˤk
埻,章合三真上,tsywinX,tɕwinʔ
埽,心開一豪上,sawX,s̙əwʔ
埽,心開一豪去,sawH,s̙əwh
埾,從合三虞去,dzjuH,dzjoh
埿,並二銜去,baemH,b̙aˤmh
埿,泥開四齊去,nejH,n̙ejh
埿,泥開四齊平,nej,n̙ej
堀,溪合一魂入,khwot,qʰwət
堀,羣合三C文入,gjut,ɡɨ̯ut
堁,溪合一灰去,khwojH,qʰwəjh
堁,溪合一歌上,khwaX,qʰwɑʔ
堁,溪合一歌去,khwaH,qʰwɑh
堂,定開一唐平,dang,d̙ɑŋ
堄,疑開四齊上,ngejX,ɴejʔ
堄,疑開四齊去,ngejH,ɴejh
堅,見開四先平,ken,qen
堆,端合一灰平,twoj,t̙wəj
堇,見開三C殷上,kj+nX,kɨnʔ
堇,羣開三B真平,gin,ɡɨ̯in
堈,見開一唐平,kang,qɑŋ
堉,以三東入,yuwk,juk
堊,影開一唐入,'ak,ʔ̙ɑk
堋,並一登平,bong,b̙əŋ
堋,滂一登平,phong,p̙ʰəŋ
堋,幫一登去,pongH,p̙əŋh
堖,泥開一豪上,nawX,n̙əwʔ
堗,定合一魂入,dwot,d̙wət
堙,影開三A真平,'jin,ʔjin
堛,滂三B蒸入,phik,pʰɨk
堜,來開四先去,lenH,l̙enh
堝,見合一歌平,kwa,qwɑ
堞,定開四添入,dep,d̙ep
堟,澄合三仙上,drjwenX,ɖjwenʔ
堠,匣一侯去,huwH,ʁuh
堡,幫一豪上,pawX,p̙əwʔ
堢,幫一豪上,pawX,p̙əwʔ
堣,疑合三C虞平,ngju,ŋɨ̯o
堤,常開三支平,dzye,dʑie
堤,端開四齊上,tejX,t̙ejʔ
堤,端開四齊平,tej,t̙ej
堥,明一豪平,maw,m̙əw
堥,明三C尤平,mjuw,mɨ̯u
堦,見開二皆平,keaj,qeˤj
堧,日合三仙平,nywen,ɲwen
堧,泥合一歌去,nwaH,n̙wɑh
堨,影開一寒入,'at,ʔ̙ɑt
堩,見開一登去,kongH,qəŋh
堪,溪開一覃平,khom,qʰəm
堫,初二江平,tsrhaewng,tʂʰoˤŋ
堫,精一東平,tsuwng,t̙s̙uŋ
堬,以合三虞平,yu,jo
堭,匣合一唐平,hwang,ʁwɑŋ
堮,疑開一唐入,ngak,ɴɑk
堯,疑開四蕭平,ngew,ɴew
堰,影開三A仙去,'jienH,ʔjenh
堰,影開三C元上,'jonX,ʔɨ̯ənʔ
堰,影開三C元去,'jonH,ʔɨ̯ənh
報,幫一豪去,pawH,p̙əwh
堲,從開三蒸入,dzik,dzjɨk
堲,精開三真入,tsit,tsit
堲,精開三蒸入,tsik,tsjɨk
場,澄開三陽平,drjang,ɖjɑŋ
堵,章開三麻上,tsyaeX,tɕaʔ
堵,端一模上,tuX,t̙oʔ
堶,定合一歌平,dwa,d̙wɑ
堸,並三C東平,bjuwng,bɨ̯uŋ
堹,知三鍾去,trjowngH,ʈjoŋh
塈,羣開三B脂去,gijH,ɡɨ̯ih
塈,曉開三C微去,xj+jH,xɨjh
塉,從開三清入,dzjek,dzjak
塊,溪合一灰去,khwojH,qʰwəjh
塋,以合三清平,yweng,jwaŋ
塍,船開三蒸平,zying,ʑɨŋ
塎,以三鍾上,yowngX,joŋʔ
塏,溪開一咍上,khojX,qʰəjʔ
塐,心一模去,suH,s̙oh
塑,心一模去,suH,s̙oh
塒,常開三之平,dzyi,dʑɨ
塓,明四青入,mek,m̙ek
塔,透開一談入,thap,t̙ʰɑp
塕,影一東上,'uwngX,ʔ̙uŋʔ
塖,船開三蒸平,zying,ʑɨŋ
塗,定一模平,du,d̙o
塗,澄開二麻平,drae,ɖaˤ
塘,定開一唐平,dang,d̙ɑŋ
塙,溪二江入,khaewk,qʰoˤk
塚,知三鍾上,trjowngX,ʈjoŋʔ
塛,來開三真入,lit,lit
塞,心開一咍去,sojH,s̙əjh
塞,心開一登入,sok,s̙ək
塠,端合一灰平,twoj,t̙wəj
塢,影一模上,'uX,ʔ̙oʔ
塣,澄開三清上,drjengX,ɖjaŋʔ
塤,曉合三C元平,xjwon,xwɨ̯ən
塩,以開三鹽平,yem,jem
填,定開四先去,denH,d̙enh
填,定開四先平,den,d̙en
填,知開三真去,trinH,ʈinh
填,知開三真平,trin,ʈin
塯,來三尤去,ljuwH,ljuh
塲,書開三陽平,syang,ɕɑŋ
塵,澄開三真平,drin,ɖin
塸,影一侯上,'uwX,ʔ̙uʔ
塹,清開三鹽去,tshjemH,tsʰjemh
塺,明一灰平,mwoj,m̙wəj
塺,明一歌去,maH,m̙ɑh
塻,明一唐入,mak,m̙ɑk
塽,生開三陽上,srjangX,ʂɨ̯ɑŋʔ
塾,常三東入,dzyuwk,dʑuk
塿,來一侯上,luwX,l̙uʔ
墀,澄開三脂平,drij,ɖi
墁,明一寒去,manH,m̙ɑnh
墁,明一寒平,man,m̙ɑn
境,見開三B庚上,kjaengX,kɨ̯aŋʔ
墄,清開一登入,tshok,t̙s̙ʰək
墅,常開三魚上,dzyoX,dʑəʔ
墆,定開四先入,det,d̙et
墆,定開四齊去,dejH,d̙ejh
墇,章開三陽去,tsyangH,tɕɑŋh
墇,章開三陽平,tsyang,tɕɑŋ
墉,以三鍾平,yowng,joŋ
墊,定開四添入,dep,d̙ep
墊,端開四添去,temH,t̙emh
墋,初開三侵上,tsrhimX,tʂʰɨ̯imʔ
墌,章開三清入,tsyek,tɕak
墐,羣開三B真去,ginH,ɡɨ̯inh
墐,羣開三B真平,gin,ɡɨ̯in
墓,明一模去,muH,m̙oh
墜,澄合三脂去,drwijH,ɖjwih
墝,溪開二肴平,khaew,qʰaˤw
增,精開一登去,tsongH,t̙s̙əŋh
增,精開一登平,tsong,t̙s̙əŋ
墟,溪開三C魚平,khjo,kʰɨ̯ə
墠,常開三仙上,dzyenX,dʑenʔ
墡,常開三仙上,dzyenX,dʑenʔ
墣,滂一東入,phuwk,p̙ʰuk
墣,滂二江入,phaewk,p̙ʰoˤk
墤,定合一灰平,dwoj,d̙wəj
墤,溪合二皆去,khweajH,qʰweˤjh
墦,並三C元平,bjon,bɨ̯ən
墨,明一登入,mok,m̙ək
墩,端合一魂平,twon,t̙wən
墬,定開四脂去,dijH,dih
墭,常開三清去,dzyengH,dʑaŋh
墮,定合一歌上,dwaX,d̙wɑʔ
墮,透合一歌上,thwaX,t̙ʰwɑʔ
墮,曉合三A支平,xjwie,xjwie
墲,明一模平,mu,m̙o
墲,明三C虞平,mju,mɨ̯o
墲,滂一模平,phu,p̙ʰo
墳,並三C文上,bjunX,bɨ̯unʔ
墳,並三C文平,bjun,bɨ̯un
墺,影三C東入,'juwk,ʔɨ̯uk
墺,影開一豪去,'awH,ʔ̙əwh
墻,從開三陽平,dzjang,dzjɑŋ
墼,見開四青入,kek,qek
墽,溪開四蕭平,khew,qʰew
墾,溪開一痕上,khonX,qʰənʔ
墿,以開三清入,yek,jak
壁,幫四青入,pek,p̙ek
壂,定開四先去,denH,d̙enh
壃,見開三C陽平,kjang,kɨ̯ɑŋ
壅,影三C鍾上,'jowngX,ʔɨ̯oŋʔ
壅,影三C鍾去,'jowngH,ʔɨ̯oŋh
壅,影三C鍾平,'jowng,ʔɨ̯oŋ
壇,定開一寒平,dan,d̙ɑn
壈,來開一覃上,lomX,l̙əmʔ
壍,清開三鹽去,tshjemH,tsʰjemh
壎,曉合三C元平,xjwon,xwɨ̯ən
壏,匣開二銜上,haemX,ʁaˤmʔ
壏,曉開一談上,xamX,χɑmʔ
壐,心開三支上,sjeX,sieʔ
壑,曉開一唐入,xak,χɑk
壒,影開一泰去,'ajH,ʔ̙ɑjh
壓,影開二銜入,'aep,ʔ̙aˤp
壔,端開一豪上,tawX,t̙əwʔ
壕,匣開一豪平,haw,ʁəw
壘,來合三脂上,lwijX,ljwiʔ
壙,溪合一唐去,khwangH,qʰwɑŋh
壚,來一模平,lu,l̙o
壛,以開三鹽平,yem,jem
壜,定開一覃平,dom,d̙əm
壝,以合三脂上,ywijX,jwiʔ
壝,以合三脂平,ywij,jwi
壞,匣合二皆去,hweajH,ʁweˤjh
壞,見合二皆去,kweajH,qweˤjh
壠,來三鍾上,ljowngX,ljoŋʔ
壣,來開三真平,lin,lin
壤,日開三陽上,nyangX,ɲɑŋʔ
士,崇開三之上,dzriX,dʐɨʔ
壬,日開三侵平,nyim,ɲim
壯,莊開三陽去,tsrjangH,tʂɨ̯ɑŋh
壴,知合三虞去,trjuH,ʈjoh
壹,影開三A真入,'jit,ʔjit
壺,匣一模平,hu,ʁo
壻,心開四齊去,sejH,s̙ejh
壼,溪合一魂上,khwonX,qʰwənʔ
壽,常三尤上,dzyuwX,dʑuʔ
壽,常三尤去,dzyuwH,dʑuh
壾,明一唐上,mangX,m̙ɑŋʔ
壿,清合三真平,tshwin,tsʰjwin
夂,知開三脂上,trijX,ʈiʔ
夃,見一模上,kuX,qoʔ
夅,匣二江平,haewng,ʁoˤŋ
夆,並三C鍾平,bjowng,bɨ̯oŋ
夊,心合三脂平,swij,sjwi
夊,初合三支平,tsrhjwe,tʂʰwɨ̯ie
夋,清合三真平,tshwin,tsʰjwin
夌,來開三蒸平,ling,ljɨŋ
复,並三C東入,bjuwk,bɨ̯uk
夎,精合一灰去,tswojH,t̙s̙wəjh
夎,精合一歌去,tswaH,t̙s̙wɑh
夏,匣開二麻上,haeX,ʁaˤʔ
夏,匣開二麻去,haeH,ʁaˤh
夔,羣合三B脂平,gwij,ɡwɨ̯i
夕,邪開三清入,zjek,zjak
外,疑合一泰去,ngwajH,ɴwɑjh
夗,影合三C元上,'jwonX,ʔwɨ̯ənʔ
夙,心三東入,sjuwk,sjuk
多,端開一歌平,ta,t̙ɑ
夜,以開三麻去,yaeH,jah
夝,從開三清平,dzjeng,dzjaŋ
夠,見一侯平,kuw,qu
夠,溪一侯平,khuw,qʰu
夡,溪開三A脂去,khjijH,kʰjih
夢,明三C東去,mjuwngH,mɨ̯uŋh
夢,明三C東平,mjuwng,mɨ̯uŋ
夤,以開三真平,yin,jin
夥,匣合一歌上,hwaX,ʁwɑʔ
夥,匣合二佳上,hweaX,ʁweˤʔ
大,定開一泰去,dajH,d̙ɑjh
大,定開一歌去,daH,d̙ɑh
夨,來開四先入,let,l̙et
夨,莊開三蒸入,tsrik,tʂɨk
天,透開四先平,then,t̙ʰen
太,透開一泰去,thajH,t̙ʰɑjh
夫,並三C虞平,bju,bɨ̯o
夫,幫三C虞平,pju,pɨ̯o
夬,見合二夬去,kwaejH,qwaˤjh
夭,影開一豪上,'awX,ʔ̙əwʔ
夭,影開三B宵上,'jewX,ʔɨ̯ewʔ
夭,影開三B宵平,'jew,ʔɨ̯ew
央,影開三C陽平,'jang,ʔɨ̯ɑŋ
夰,匣開一豪上,hawX,ʁəwʔ
夰,見開一豪上,kawX,qəwʔ
失,書開三真入,syit,ɕit
夲,透開一豪平,thaw,t̙ʰəw
夵,以開三鹽上,yemX,jemʔ
夷,以開三脂平,yij,ji
夸,溪合二麻平,khwae,qʰwaˤ
夽,疑合三C文上,ngjunX,ŋɨ̯unʔ
夾,見開二咸入,keap,qeˤp
奃,端開四齊平,tej,t̙ej
奄,影開三B鹽上,'jemX,ʔɨ̯emʔ
奅,滂二肴去,phaewH,p̙ʰaˤwh
奇,見開三B支平,kje,kɨ̯ie
奇,羣開三B支平,gje,ɡɨ̯ie
奈,泥開一泰去,najH,n̙ɑjh
奈,泥開一歌去,naH,n̙ɑh
奉,並三C鍾上,bjowngX,bɨ̯oŋʔ
奊,匣開四先入,het,ʁet
奎,溪合四齊平,khwej,qʰwej
奏,精一侯去,tsuwH,t̙s̙uh
奐,曉合一寒去,xwanH,χwɑnh
契,溪開三C殷入,khj+t,kʰɨt
契,溪開四先入,khet,qʰet
契,溪開四齊去,khejH,qʰejh
奒,溪開一咍平,khoj,qʰəj
奓,知開二麻去,traeH,ʈaˤh
奓,知開二麻平,trae,ʈaˤ
奔,幫一魂去,pwonH,p̙wənh
奔,幫一魂平,pwon,p̙wən
奕,以開三清入,yek,jak
套,透開一豪上,thawX,t̙ʰəwʔ
奘,從開一唐上,dzangX,d̙z̙ɑŋʔ
奘,從開一唐去,dzangH,d̙z̙ɑŋh
奚,匣開四齊平,hej,ʁej
奜,滂三C微上,phj+jX,pʰwɨjʔ
奝,端開四蕭平,tew,t̙ew
奞,心合三真去,swinH,sjwinh
奞,心合三脂平,swij,sjwi
奞,心開三宵平,sjew,sjew
奞,心開三真去,sinH,sinh
奠,定開四先去,denH,d̙enh
奠,端開四青去,tengH,t̙eŋh
奡,疑開一豪去,ngawH,ɴəwh
奢,書開三麻平,syae,ɕa
奣,影合二庚上,'waengX,ʔ̙waˤŋʔ
奤,滂一唐入,phak,p̙ʰɑk
奧,影開一豪去,'awH,ʔ̙əwh
奪,定合一寒入,dwat,d̙wɑt
奫,影合三B真平,'win,ʔwɨ̯in
奭,書開三清入,syek,ɕak
奮,幫三C文去,pjunH,pɨ̯unh
奯,曉合一寒入,xwat,χwɑt
奰,並三B脂去,bijH,bɨ̯ih
奲,昌開三麻上,tsyhaeX,tɕʰaʔ
女,孃開三魚上,nrjoX,ɳjəʔ
女,孃開三魚去,nrjoH,ɳjəh
奴,泥一模平,nu,n̙o
奵,端開四青上,tengX,t̙eŋʔ
奸,見開一寒平,kan,qɑn
奻,孃合二刪去,nrwaenH,ɳwaˤnh
奻,孃合二刪平,nrwaen,ɳwaˤn
奼,知開二麻去,traeH,ʈaˤh
