character,position,baxter,emc,lmc,nw,nw_late
噬,常開三祭去,dzyejH,dʑejh,ʑɛjH,ʑ̊ɦɛjH,ɕiH
噭,見開四蕭去,kewH,qewh,kjɛwH,kjɛwH,kjɛwH
噮,影合四先去,'wenH,ʔ̙wenh,ʔjwɛnH,ʔjwɛnH,ʔjwɛnH
噰,影三C鍾平,'jowng,ʔɨ̯oŋ,ʔɨuŋ,ʔɨuŋ,ʔɨuŋ
噱,羣開三C陽入,gjak,ɡɨ̯ɑk,ɡɨɑk,ɡ̊ɦɨɑɣ,kʰɨɔɣ
噲,溪合二夬去,khwaejH,qʰwaˤjh,qʰwʕajH,qʰwʕajH,qʰwʕajH
噳,疑合三C虞上,ngjuX,ŋɨ̯oʔ,ŋɨuX,ŋɡɨuX,ŋɡɨuX
噴,滂一魂去,phwonH,p̙ʰwənh,pʰənH,pʰənH,pʰənH
噴,滂一魂平,phwon,p̙ʰwən,pʰən,pʰən,pʰən
噿,精合三脂上,tswijX,tsjwiʔ,tsjwiX,tsuX,tsuX
嚀,泥開四青平,neng,n̙eŋ,njɛŋ,ndjɛĩ,ndjɛĩ
嚂,來開一談去,lamH,l̙ɑmh,lɑmH,lɑmH,lɑmH
嚂,溪開一談去,khamH,qʰɑmh,qʰɑmH,qʰɑmH,qʰɑmH
嚂,曉開一談上,xamX,χɑmʔ,χɑmX,χɑmX,χɑmX
嚃,透開一覃入,thop,t̙ʰəp,tʰɑp,tʰɑβ,tʰɑβ
嚄,匣合二庚入,hwaek,ʁwaˤk,ʁwʕɛk,ʁ̥ɦwʕɛɣ,χwʕɛɣ
嚅,日合三虞平,nyu,ɲo,ɲu,ʑu,ʑu
嚇,曉開二庚入,xaek,χaˤk,χʕɛk,χʕɛɣ,χʕɛɣ
嚇,曉開二麻去,xaeH,χaˤh,χʕaH,χʕaH,χʕaH
嚊,滂三B脂去,phijH,pʰɨ̯ih,pʰɨiH,pʰɨiH,pʰɨiH
嚌,從開四齊去,dzejH,d̙z̙ejh,dzjɛjH,d̥z̥ɦjɛjH,tsʰjiH
嚏,端開四齊去,tejH,t̙ejh,tjɛjH,tjɛjH,tjiH
嚖,曉合四齊去,xwejH,χwejh,xjwɛjH,xjwɛjH,xjwiH
嚗,幫二江入,paewk,p̙oˤk,pʕawk,pʕawɣ,pʕɔɣ
嚘,影三C尤平,'juw,ʔɨ̯u,ʔɨw,ʔɨw,ʔɨw
嚚,疑開三B真平,ngin,ŋɨ̯in,ŋɨn,ŋɡɨn,ŋɡɨn
嚛,曉一冬入,xowk,χok,χuk,χuɣ,χuɣ
嚛,曉一東入,xuwk,χuk,χuk,χuɣ,χuɣ
嚜,明三B脂去,mijH,mɨ̯ih,mɨiH,mbɨiH,mbɨiH
嚝,曉合二庚平,xwaeng,χwaˤŋ,χwʕɛŋ,χwʕɛĩ,χwʕɛĩ
嚞,知開三仙入,trjet,ʈjet,ʈɨɛt,ʈɨɛr,ʈɨɛr
嚥,影開四先去,'enH,ʔ̙enh,ʔjɛnH,ʔjɛnH,ʔjɛnH
嚧,來一模平,lu,l̙o,lu,lu,lu
嚨,來一東平,luwng,l̙uŋ,luŋ,luŋ,luŋ
嚫,初開三臻去,tsrhinH,tʂʰɨ̯inh,tʂʰʕənH,tʂʰʕənH,tʂʰʕənH
嚬,並三A真平,bjin,bjin,bjin,b̥ɦjin,pʰjin
嚭,滂三B脂上,phijX,pʰɨ̯iʔ,pʰɨiX,pʰɨiX,pʰɨiX
嚮,曉開三C陽上,xjangX,xɨ̯ɑŋʔ,xɨɑŋX,xɨɔũX,xɨɔũX
嚮,曉開三C陽去,xjangH,xɨ̯ɑŋh,xɨɑŋH,xɨɔũH,xɨɔũH
嚱,曉開三B支去,xjeH,xɨ̯ieh,xɨiH,xɨiH,xɨiH
嚲,端開一歌上,taX,t̙ɑʔ,tɑX,tɑX,tɔX
嚳,溪一冬入,khowk,qʰok,qʰuk,qʰuɣ,qʰuɣ
嚴,疑開三C嚴平,ngjaem,ŋɨ̯əm,ŋɨɛm,ŋɡɨɛm,ŋɡɨɛm
嚵,初開二銜去,tsrhaemH,tʂʰaˤmh,tʂʰʕamH,tʂʰʕamH,tʂʰʕamH
嚵,崇開二銜平,dzraem,dʐaˤm,ʐʕam,ʐ̥ɦʕam,ʂʕam
嚵,從開三鹽上,dzjemX,dzjemʔ,dzjɛmH,d̥z̥ɦjɛmH,tsʰjɛmH
嚶,影開二耕平,'eang,ʔ̙eˤŋ,ʔˤɛŋ,ʔˤɛĩ,ʔˤɛĩ
嚼,從開三陽入,dzjak,dzjɑk,dzjɑk,d̥z̥ɦjɑɣ,tsʰjɔɣ
嚾,曉合一寒去,xwanH,χwɑnh,χwɑnH,χwɑnH,χwɑnH
囀,知合三仙去,trjwenH,ʈjwenh,ʈwɨɛnH,ʈwɨɛnH,ʈwɨɛnH
囁,日開三鹽入,nyep,ɲep,ɲɛp,ʑɛβ,ʑɛβ
囁,章開三鹽入,tsyep,tɕep,tɕɛp,tɕɛβ,tɕɛβ
囂,曉開三B宵平,xjew,xɨ̯ew,xɨɛw,xɨɛw,xɨɛw
囃,清開一談入,tshap,t̙s̙ʰɑp,tsʰɑp,tsʰɑβ,tsʰɑβ
囈,疑開三A祭去,ngjiejH,ŋjejh,ŋjɛjH,ŋɡjɛjH,ŋɡjiH
囉,來開一歌平,la,l̙ɑ,lɑ,lɑ,lɔ
囊,泥開一唐平,nang,n̙ɑŋ,nɑŋ,ndɔũ,ndɔũ
囋,從開一寒入,dzat,d̙z̙ɑt,dzɑt,d̥z̥ɦɑr,tsʰɑr
囋,從開一寒去,dzanH,d̙z̙ɑnh,dzɑnH,d̥z̥ɦɑnH,tsʰɑnH
囏,見開二山平,kean,qeˤn,qʕan,qʕan,qʕan
囐,從開一寒入,dzat,d̙z̙ɑt,dzɑt,d̥z̥ɦɑr,tsʰɑr
囑,章三鍾入,tsyowk,tɕok,tɕuk,tɕuɣ,tɕuɣ
囗,云合三C微平,hjw+j,wɨj,wɨi,wɨi,wɨi
囚,邪三尤平,zjuw,zju,zjɨw,z̥ɦjɨw,sjɨw
四,心開三脂去,sijH,sih,sjiH,səH,səH
回,匣合一灰平,hwoj,ʁwəj,ʁwɑj,ʁ̥ɦwɑj,χwɑj
囟,心開三真去,sinH,sinh,sjinH,sjinH,sjinH
因,影開三A真平,'jin,ʔjin,ʔjin,ʔjin,ʔjin
囤,定合一魂上,dwonX,d̙wənʔ,dwənH,d̥ɦwənH,tʰwənH
囦,影合四先平,'wen,ʔ̙wen,ʔjwɛn,ʔjwɛn,ʔjwɛn
囧,見合三B庚上,kjwaengX,kwɨ̯aŋʔ,kwɨɛŋX,kwɨɛĩX,kwɨɛĩX
囩,云合三B真平,hwin,wɨ̯in,ɣɨun,ɣɨun,ɣɨun
囪,初二江平,tsrhaewng,tʂʰoˤŋ,tʂʰʕawŋ,tʂʰʕɔũ,tʂʰʕɔũ
囪,清一東平,tshuwng,t̙s̙ʰuŋ,tsʰuŋ,tsʰuŋ,tsʰuŋ
园,疑合一寒平,ngwan,ɴwɑn,ɴwɑn,ɴɢwɑn,ɴɢwɑn
囮,以三尤平,yuw,ju,jɨw,jɨw,jɨw
囮,疑合一歌平,ngwa,ɴwɑ,ɴwɑ,ɴɢwɑ,ɴɢwɔ
困,溪合一魂去,khwonH,qʰwənh,qʰwənH,qʰwənH,qʰwənH
囷,溪合三B真平,khwin,kʰwɨ̯in,kʰɨun,kʰɨun,kʰɨun
囹,來開四青平,leng,l̙eŋ,ljɛŋ,ljɛĩ,ljɛĩ
固,見一模去,kuH,qoh,quH,quH,quH
囿,云三C尤去,hjuwH,wɨ̯uh,ɣɨwH,ɣɨwH,ɣɨwH
囿,云三C東入,hjuwk,wɨ̯uk,ɣɨuk,ɣɨuɣ,ɣɨuɣ
圁,疑開三B真平,ngin,ŋɨ̯in,ŋɨn,ŋɡɨn,ŋɡɨn
圂,匣合一魂去,hwonH,ʁwənh,ʁwənH,ʁ̥ɦwənH,χwənH
圃,幫一模上,puX,p̙oʔ,puX,puX,puX
圃,幫一模去,puH,p̙oh,puH,puH,puH
圄,疑開三C魚上,ngjoX,ŋɨ̯əʔ,ŋɨX,ŋɡɨuX,ŋɡɨuX
圅,匣開一覃平,hom,ʁəm,ʁɑm,ʁ̥ɦɑm,χɑm
圈,羣合三B仙上,gjwenX,ɡwɨ̯enʔ,ɡwɨɛnH,ɡ̊ɦwɨɛnH,kʰwɨɛnH
圈,羣合三C元上,gjwonX,ɡwɨ̯ənʔ,ɡwɨɛnH,ɡ̊ɦwɨɛnH,kʰwɨɛnH
圈,羣合三C元去,gjwonH,ɡwɨ̯ənh,ɡwɨɛnH,ɡ̊ɦwɨɛnH,kʰwɨɛnH
圉,疑開三C魚上,ngjoX,ŋɨ̯əʔ,ŋɨX,ŋɡɨuX,ŋɡɨuX
圊,清開三清平,tshjeng,tsʰjaŋ,tsʰjɛŋ,tsʰjɛĩ,tsʰjɛĩ
國,見合一登入,kwok,qwək,qwək,qwəɣ,qwəɣ
圌,常合三支平,dzywe,dʑwie,ʑwi,ʑ̊ɦwi,ɕwi
圌,常合三仙平,dzywen,dʑwen,ʑwɛn,ʑ̊ɦwɛn,ɕwɛn
圍,云合三C微去,hjw+jH,wɨjh,wɨiH,wɨiH,wɨiH
圍,云合三C微平,hjw+j,wɨj,wɨi,wɨi,wɨi
園,云合三C元平,hjwon,wɨ̯ən,wɨɛn,wɨɛn,wɨɛn
圓,云合三B仙平,hjwen,wɨ̯en,wɨɛn,wɨɛn,wɨɛn
圔,影開二咸入,'eap,ʔ̙eˤp,ʔˤap,ʔˤaβ,ʔˤaβ
圖,定一模平,du,d̙o,du,d̥ɦu,tʰu
團,定合一寒平,dwan,d̙wɑn,dwɑn,d̥ɦwɑn,tʰwɑn
圛,以開三清入,yek,jak,jɛk,jɛɣ,jɨɣ
圜,云合三B仙平,hjwen,wɨ̯en,wɨɛn,wɨɛn,wɨɛn
圜,匣合二刪平,hwaen,ʁwaˤn,ʁwʕan,ʁ̥ɦwʕan,χwʕan
圝,來合一寒平,lwan,l̙wɑn,lwɑn,lwɑn,lwɑn
土,定一模上,duX,d̙oʔ,duH,d̥ɦuH,tʰuH
土,透一模上,thuX,t̙ʰoʔ,tʰuX,tʰuX,tʰuX
圠,影開二山入,'eat,ʔ̙eˤt,ʔˤat,ʔˤar,ʔˤar
圢,透開四先上,thenX,t̙ʰenʔ,tʰjɛnX,tʰjɛnX,tʰjɛnX
圢,透開四青上,thengX,t̙ʰeŋʔ,tʰjɛŋX,tʰjɛĩX,tʰjɛĩX
圣,溪合一魂入,khwot,qʰwət,qʰwət,qʰwər,qʰwər
圤,滂二江入,phaewk,p̙ʰoˤk,pʰʕawk,pʰʕawɣ,pʰʕɔɣ
在,從開一咍上,dzojX,d̙z̙əjʔ,dzɑjH,d̥z̥ɦɑjH,tsʰɑjH
在,從開一咍去,dzojH,d̙z̙əjh,dzɑjH,d̥z̥ɦɑjH,tsʰɑjH
圪,疑開三B真入,ngit,ŋɨ̯it,ŋɨt,ŋɡɨr,ŋɡɨr
圪,疑開三C殷入,ngj+t,ŋɨt,ŋɨt,ŋɡɨr,ŋɡɨr
圬,影一模平,'u,ʔ̙o,ʔu,ʔu,ʔu
圭,見合四齊平,kwej,qwej,kjwɛj,kjwɛj,kjwi
圮,並三B脂上,bijX,bɨ̯iʔ,bɨiH,b̥ɦɨiH,pʰɨiH
圯,以開三之平,yi,jɨ,ji,ji,ji
地,定開四脂去,dijH,dih,djiH,d̥ɦjiH,tʰjiH
圱,清開四先平,tshen,t̙s̙ʰen,tsʰjɛn,tsʰjɛn,tsʰjɛn
圻,羣開三C微平,gj+j,ɡɨj,ɡɨi,ɡ̊ɦɨi,kʰɨi
圻,疑開一痕平,ngon,ɴən,ɴən,ɴɢən,ɴɢən
圻,疑開三C殷平,ngj+n,ŋɨn,ŋɨn,ŋɡɨn,ŋɡɨn
圼,泥開四先入,net,n̙et,njɛt,ndjɛr,ndjɛr
圿,見開二山入,keat,qeˤt,qʕat,qʕar,qʕar
址,章開三之上,tsyiX,tɕɨʔ,tɕiX,tɕiX,tɕiX
坁,章開三支上,tsyeX,tɕieʔ,tɕiX,tɕiX,tɕiX
坂,幫三C元上,pjonX,pɨ̯ənʔ,pfʕanX,fʕanX,fʕanX
坄,以合三清入,ywek,jwak,jwɛk,jwɛɣ,jwɨɣ
坄,定一侯平,duw,d̙u,dəw,d̥ɦəw,tʰəw
坅,溪開三B侵上,khimX,kʰɨ̯imʔ,kʰɨimX,kʰɨimX,kʰɨimX
均,見合三A真平,kjwin,kjwin,kjwin,kjwin,kjwin
坉,定合一魂上,dwonX,d̙wənʔ,dwənH,d̥ɦwənH,tʰwənH
坉,定合一魂平,dwon,d̙wən,dwən,d̥ɦwən,tʰwən
坊,並三C陽平,bjang,bɨ̯ɑŋ,bvɑŋ,v̥ɦɔũ,fɔũ
坊,幫三C陽平,pjang,pɨ̯ɑŋ,pfɑŋ,fɔũ,fɔũ
坌,並一魂去,bwonH,b̙wənh,bənH,b̥ɦənH,pʰənH
坌,並三C文上,bjunX,bɨ̯unʔ,bvunH,v̥ɦunH,funH
坌,並三C文去,bjunH,bɨ̯unh,bvunH,v̥ɦunH,funH
坎,溪開一覃上,khomX,qʰəmʔ,qʰɑmX,qʰɑmX,qʰɑmX
坐,從合一歌上,dzwaX,d̙z̙wɑʔ,dzwɑH,d̥z̥ɦwɑH,tsʰwɔH
坐,從合一歌去,dzwaH,d̙z̙wɑh,dzwɑH,d̥z̥ɦwɑH,tsʰwɔH
坑,溪開二庚平,khaeng,qʰaˤŋ,qʰʕɛŋ,qʰʕɛĩ,qʰʕɛĩ
坒,並三A真入,bjit,bjit,bjit,b̥ɦjir,pʰjir
坒,並三A脂去,bjijH,bjih,bjiH,b̥ɦjiH,pʰjiH
坡,滂一歌平,pha,p̙ʰɑ,pʰɑ,pʰɑ,pʰɔ
坢,滂一寒上,phanX,p̙ʰɑnʔ,pʰɑnX,pʰɑnX,pʰɑnX
坣,定開一唐平,dang,d̙ɑŋ,dɑŋ,d̥ɦɔũ,tʰɔũ
坤,溪合一魂平,khwon,qʰwən,qʰwən,qʰwən,qʰwən
坥,清開三魚去,tshjoH,tsʰjəh,tsʰjɨH,tsʰjuH,tsʰjuH
坥,清開三魚平,tshjo,tsʰjə,tsʰjɨ,tsʰju,tsʰju
坦,透開一寒上,thanX,t̙ʰɑnʔ,tʰɑnX,tʰɑnX,tʰɑnX
坩,溪開一談平,kham,qʰɑm,qʰɑm,qʰɑm,qʰɑm
坪,並三B庚去,bjaengH,bɨ̯aŋh,bɨɛŋH,b̥ɦɨɛĩH,pʰɨɛĩH
坪,並三B庚平,bjaeng,bɨ̯aŋ,bɨɛŋ,b̥ɦɨɛĩ,pʰɨɛĩ
坫,知開三侵平,trim,ʈim,ʈɨim,ʈɨim,ʈɨim
坫,端開四添去,temH,t̙emh,tjɛmH,tjɛmH,tjɛmH
坬,見合二麻去,kwaeH,qwaˤh,qwʕaH,qwʕaH,qwʕaH
坭,泥開四齊上,nejX,n̙ejʔ,njɛjX,ndjɛjX,ndjiX
坯,滂一灰平,phwoj,p̙ʰwəj,pʰɑj,pʰɑj,pʰɑj
坰,見合四青平,kweng,qweŋ,kjwɛŋ,kjwɛĩ,kjwɛĩ
坱,影開一唐上,'angX,ʔ̙ɑŋʔ,ʔɑŋX,ʔɔũX,ʔɔũX
坲,並三C文入,bjut,bɨ̯ut,bvut,v̥ɦur,fur
坳,影開二肴平,'aew,ʔ̙aˤw,ʔˤaw,ʔˤaw,ʔˤaw
坴,來三東入,ljuwk,ljuk,lɨuk,lɨuɣ,lɨuɣ
坷,溪開一歌上,khaX,qʰɑʔ,qʰɑX,qʰɑX,qʰɔX
坷,溪開一歌去,khaH,qʰɑh,qʰɑH,qʰɑH,qʰɔH
坹,匣合四先入,hwet,ʁwet,ɣjwɛt,ɣ̊ɦjwɛr,xjwɛr
坹,曉合四先入,xwet,χwet,xjwɛt,xjwɛr,xjwɛr
坺,並一寒入,bat,b̙ɑt,bɑt,b̥ɦɑr,pʰɑr
坺,並三C元入,bjot,bɨ̯ət,bvʕat,v̥ɦʕar,fʕar
坻,章開三支上,tsyeX,tɕieʔ,tɕiX,tɕiX,tɕiX
坻,端開四齊上,tejX,t̙ejʔ,tjɛjX,tjɛjX,tjiX
坻,澄開三脂平,drij,ɖi,ɖɨi,ɖ̥ɦɨi,ʈʰɨi
坼,徹開二庚入,trhaek,ʈʰaˤk,ʈʰʕɛk,ʈʰʕɛɣ,ʈʰʕɛɣ
坿,並三C虞去,bjuH,bɨ̯oh,bvuH,v̥ɦuH,fuH
坿,並三C虞平,bju,bɨ̯o,bvu,v̥ɦu,fu
垂,常合三支平,dzywe,dʑwie,ʑwi,ʑ̊ɦwi,ɕwi
型,匣開四青平,heng,ʁeŋ,ɣjɛŋ,ɣ̊ɦjɛĩ,xjɛĩ
垍,羣開三B脂去,gijH,ɡɨ̯ih,ɡɨiH,ɡ̊ɦɨiH,kʰɨiH
垎,匣開二庚入,haek,ʁaˤk,ʁʕɛk,ʁ̥ɦʕɛɣ,χʕɛɣ
垐,從開三脂平,dzij,dzi,dzji,d̥z̥ɦə,tsʰə
垐,從開三蒸入,dzik,dzjɨk,dzjɨk,d̥z̥ɦjɨɣ,tsʰjɨɣ
垑,昌開三支上,tsyheX,tɕʰieʔ,tɕʰiX,tɕʰiX,tɕʰiX
垒,來合三支上,ljweX,ljwieʔ,lwɨiX,lwɨiX,lwɨiX
垒,來合三脂去,lwijH,ljwih,lwɨiH,lwɨiH,lwɨiH
垓,見開一咍平,koj,qəj,qɑj,qɑj,qɑj
垔,影開三A真平,'jin,ʔjin,ʔjin,ʔjin,ʔjin
垕,匣一侯上,huwX,ʁuʔ,ʁəwH,ʁ̥ɦəwH,χəwH
垗,澄開三宵上,drjewX,ɖjewʔ,ɖɨɛwH,ɖ̥ɦɨɛwH,ʈʰɨɛwH
垘,並一登入,bok,b̙ək,bək,b̥ɦəɣ,pʰəɣ
垙,見合一唐平,kwang,qwɑŋ,qwɑŋ,qwɔũ,qwɔũ
垚,疑開四蕭平,ngew,ɴew,ŋjɛw,ŋɡjɛw,ŋɡjɛw
垛,定合一歌上,dwaX,d̙wɑʔ,dwɑH,d̥ɦwɑH,tʰwɔH
垝,見合三B支上,kjweX,kwɨ̯ieʔ,kwɨiX,kwɨiX,kwɨiX
垝,見合三B支去,kjweH,kwɨ̯ieh,kwɨiH,kwɨiH,kwɨiH
垠,疑開一痕平,ngon,ɴən,ɴən,ɴɢən,ɴɢən
垠,疑開三B真平,ngin,ŋɨ̯in,ŋɨn,ŋɡɨn,ŋɡɨn
垠,疑開三C殷平,ngj+n,ŋɨn,ŋɨn,ŋɡɨn,ŋɡɨn
垡,並三C元入,bjot,bɨ̯ət,bvʕat,v̥ɦʕar,fʕar
垢,見一侯上,kuwX,quʔ,qəwX,qəwX,qəwX
垣,云合三C元平,hjwon,wɨ̯ən,wɨɛn,wɨɛn,wɨɛn
垤,定開四先入,det,d̙et,djɛt,d̥ɦjɛr,tʰjɛr
垶,心合三清平,sjweng,sjwaŋ,sjwɛŋ,sjwɛĩ,sjwɛĩ
垷,匣開四先上,henX,ʁenʔ,ɣjɛnH,ɣ̊ɦjɛnH,xjɛnH
垷,見開四先上,kenX,qenʔ,kjɛnX,kjɛnX,kjɛnX
垸,匣合一寒去,hwanH,ʁwɑnh,ʁwɑnH,ʁ̥ɦwɑnH,χwɑnH
垸,匣合一寒平,hwan,ʁwɑn,ʁwɑn,ʁ̥ɦwɑn,χwɑn
垹,幫二江平,paewng,p̙oˤŋ,pʕawŋ,pʕɔũ,pʕɔũ
垻,幫二麻去,paeH,p̙aˤh,pʕaH,pʕaH,pʕaH
垼,以合三清入,ywek,jwak,jwɛk,jwɛɣ,jwɨɣ
垽,疑開三B真去,nginH,ŋɨ̯inh,ŋɨnH,ŋɡɨnH,ŋɡɨnH
垽,疑開三C殷去,ngj+nH,ŋɨnh,ŋɨnH,ŋɡɨnH,ŋɡɨnH
垾,匣開一寒去,hanH,ʁɑnh,ʁɑnH,ʁ̥ɦɑnH,χɑnH
埂,見開二庚上,kaengX,qaˤŋʔ,qʕɛŋX,qʕɛĩX,qʕɛĩX
埂,見開二庚平,kaeng,qaˤŋ,qʕɛŋ,qʕɛĩ,qʕɛĩ
埃,影開一咍平,'oj,ʔ̙əj,ʔɑj,ʔɑj,ʔɑj
埆,溪二江入,khaewk,qʰoˤk,qʰʕawk,qʰʕawɣ,qʰʕɔɣ
埇,以三鍾上,yowngX,joŋʔ,juŋX,juŋX,juŋX
埈,心合三真去,swinH,sjwinh,sjwinH,sjwinH,sjwinH
埋,明二皆平,meaj,m̙eˤj,mʕaj,mbʕaj,mbʕaj
埌,來開一唐去,langH,l̙ɑŋh,lɑŋH,lɔũH,lɔũH
埍,匣合四先上,hwenX,ʁwenʔ,ɣjwɛnH,ɣ̊ɦjwɛnH,xjwɛnH
埍,見合四先上,kwenX,qwenʔ,kjwɛnX,kjwɛnX,kjwɛnX
城,常開三清平,dzyeng,dʑaŋ,ʑɛŋ,ʑ̊ɦɛĩ,ɕɛĩ
埏,以開三仙平,yen,jen,jɛn,jɛn,jɛn
埏,書開三仙平,syen,ɕen,ɕɛn,ɕɛn,ɕɛn
埐,從開三侵平,dzim,dzim,dzjim,d̥z̥ɦjim,tsʰjim
埐,精開三侵平,tsim,tsim,tsjim,tsjim,tsjim
埒,來合三仙入,ljwet,ljwet,lwɨɛt,lwɨɛr,lwɨɛr
埝,泥開四添入,nep,n̙ep,njɛp,ndjɛβ,ndjɛβ
埝,端開四添去,temH,t̙emh,tjɛmH,tjɛmH,tjɛmH
域,云合三B蒸入,hwik,wɨk,wɨk,wɨɣ,wɨɣ
埢,見合三B仙上,kjwenX,kwɨ̯enʔ,kwɨɛnX,kwɨɛnX,kwɨɛnX
埤,並三A支平,bjie,bjie,bji,b̥ɦji,pʰji
埧,羣合三C虞去,gjuH,ɡɨ̯oh,ɡɨuH,ɡ̊ɦɨuH,kʰɨuH
埩,崇開二耕平,dzreang,dʐeˤŋ,ʐʕɛŋ,ʐ̥ɦʕɛĩ,ʂʕɛĩ
埩,莊開二耕平,tsreang,tʂeˤŋ,tʂʕɛŋ,tʂʕɛĩ,tʂʕɛĩ
埪,溪一東平,khuwng,qʰuŋ,qʰuŋ,qʰuŋ,qʰuŋ
埫,徹三鍾上,trhjowngX,ʈʰjoŋʔ,ʈʰɨuŋX,ʈʰɨuŋX,ʈʰɨuŋX
埬,端一東平,tuwng,t̙uŋ,tuŋ,tuŋ,tuŋ
埭,定開一咍去,dojH,d̙əjh,dɑjH,d̥ɦɑjH,tʰɑjH
埯,影開一談上,'amX,ʔ̙ɑmʔ,ʔɑmX,ʔɑmX,ʔɑmX
埯,影開三C嚴上,'jaemX,ʔɨ̯əmʔ,ʔɨɛmX,ʔɨɛmX,ʔɨɛmX
埰,清開一咍去,tshojH,t̙s̙ʰəjh,tsʰɑjH,tsʰɑjH,tsʰɑjH
埱,昌三東入,tsyhuwk,tɕʰuk,tɕʰuk,tɕʰuɣ,tɕʰuɣ
埲,並一東上,buwngX,b̙uŋʔ,buŋH,b̥ɦuŋH,pʰuŋH
埳,溪開一覃上,khomX,qʰəmʔ,qʰɑmX,qʰɑmX,qʰɑmX
埴,昌開三之去,tsyhiH,tɕʰɨh,tɕʰiH,tɕʰiH,tɕʰiH
埴,常開三蒸入,dzyik,dʑɨk,ʑɨk,ʑ̊ɦɨɣ,ɕɨɣ
埵,端合一歌上,twaX,t̙wɑʔ,twɑX,twɑX,twɔX
埶,疑開三A祭去,ngjiejH,ŋjejh,ŋjɛjH,ŋɡjɛjH,ŋɡjiH
執,章開三侵入,tsyip,tɕip,tɕip,tɕiβ,tɕiβ
埸,以開三清入,yek,jak,jɛk,jɛɣ,jɨɣ
培,並一灰平,bwoj,b̙wəj,bɑj,b̥ɦɑj,pʰɑj
培,並一侯上,buwX,b̙uʔ,bəwH,b̥ɦəwH,pʰəwH
基,見開三C之平,ki,kɨ,kɨi,kɨi,kɨi
埻,見合一唐入,kwak,qwɑk,qwɑk,qwɑɣ,qwɔɣ
埻,見合二耕入,kweak,qweˤk,qwʕɛk,qwʕɛɣ,qwʕɛɣ
埻,章合三真上,tsywinX,tɕwinʔ,tɕwɨnX,tɕwɨnX,tɕwɨnX
埽,心開一豪上,sawX,s̙əwʔ,sɑwX,sɑwX,sɑwX
埽,心開一豪去,sawH,s̙əwh,sɑwH,sɑwH,sɑwH
埾,從合三虞去,dzjuH,dzjoh,dzjuH,d̥z̥ɦjuH,tsʰjuH
埿,並二銜去,baemH,b̙aˤmh,bʕamH,b̥ɦʕamH,pʰʕamH
埿,泥開四齊去,nejH,n̙ejh,njɛjH,ndjɛjH,ndjiH
埿,泥開四齊平,nej,n̙ej,njɛj,ndjɛj,ndji
堀,溪合一魂入,khwot,qʰwət,qʰwət,qʰwər,qʰwər
堀,羣合三C文入,gjut,ɡɨ̯ut,ɡɨut,ɡ̊ɦɨur,kʰɨur
堁,溪合一灰去,khwojH,qʰwəjh,qʰwɑjH,qʰwɑjH,qʰwɑjH
堁,溪合一歌上,khwaX,qʰwɑʔ,qʰwɑX,qʰwɑX,qʰwɔX
堁,溪合一歌去,khwaH,qʰwɑh,qʰwɑH,qʰwɑH,qʰwɔH
堂,定開一唐平,dang,d̙ɑŋ,dɑŋ,d̥ɦɔũ,tʰɔũ
堄,疑開四齊上,ngejX,ɴejʔ,ŋjɛjX,ŋɡjɛjX,ŋɡjiX
堄,疑開四齊去,ngejH,ɴejh,ŋjɛjH,ŋɡjɛjH,ŋɡjiH
堅,見開四先平,ken,qen,kjɛn,kjɛn,kjɛn
堆,端合一灰平,twoj,t̙wəj,twɑj,twɑj,twɑj
堇,見開三C殷上,kj+nX,kɨnʔ,kɨnX,kɨnX,kɨnX
堇,羣開三B真平,gin,ɡɨ̯in,ɡɨn,ɡ̊ɦɨn,kʰɨn
堈,見開一唐平,kang,qɑŋ,qɑŋ,qɔũ,qɔũ
堉,以三東入,yuwk,juk,juk,juɣ,juɣ
堊,影開一唐入,'ak,ʔ̙ɑk,ʔɑk,ʔɑɣ,ʔɔɣ
堋,並一登平,bong,b̙əŋ,bəŋ,b̥ɦəŋ,pʰəŋ
堋,滂一登平,phong,p̙ʰəŋ,pʰəŋ,pʰəŋ,pʰəŋ
堋,幫一登去,pongH,p̙əŋh,pəŋH,pəŋH,pəŋH
堖,泥開一豪上,nawX,n̙əwʔ,nɑwX,ndɑwX,ndɑwX
堗,定合一魂入,dwot,d̙wət,dwət,d̥ɦwər,tʰwər
堙,影開三A真平,'jin,ʔjin,ʔjin,ʔjin,ʔjin
堛,滂三B蒸入,phik,pʰɨk,pʰɨk,pʰɨɣ,pʰɨɣ
堜,來開四先去,lenH,l̙enh,ljɛnH,ljɛnH,ljɛnH
堝,見合一歌平,kwa,qwɑ,qwɑ,qwɑ,qwɔ
堞,定開四添入,dep,d̙ep,djɛp,d̥ɦjɛβ,tʰjɛβ
堟,澄合三仙上,drjwenX,ɖjwenʔ,ɖwɨɛnH,ɖ̥ɦwɨɛnH,ʈʰwɨɛnH
堠,匣一侯去,huwH,ʁuh,ʁəwH,ʁ̥ɦəwH,χəwH
堡,幫一豪上,pawX,p̙əwʔ,pɑwX,pɑwX,pɑwX
堢,幫一豪上,pawX,p̙əwʔ,pɑwX,pɑwX,pɑwX
堣,疑合三C虞平,ngju,ŋɨ̯o,ŋɨu,ŋɡɨu,ŋɡɨu
堤,常開三支平,dzye,dʑie,ʑi,ʑ̊ɦi,ɕi
堤,端開四齊上,tejX,t̙ejʔ,tjɛjX,tjɛjX,tjiX
